,Glucose concentration,Pyruvate concentration,Acetald concentration,Acetate concentration,Ethanol concentration,Active cell material,Acetaldehyde dehydrogenase,Specific oxygen uptake rate,Specific carbon dioxide evolution rate,Biomass concentration (dry weight),Time of processing,BatchID,Data set,Type
1#195,0.2631316,0.00026393,0.01946757,-0.000327485,0.06767255,0.6505375,0.07821117,0.3682383,0.6584696,9.35627,35,1,Calibration,NOC
2#17,29.08396,0.007400647,0.02526747,-0.000926308,-0.1424169,0.3948974,0.00513741,6.670307,3.620078,-0.006678461,5.082559,2,Calibration,NOC
2#19,28.77783,0.009947195,-0.002862116,0.000765605,0.3218305,0.4285815,0.003749498,7.115729,4.05409,0.1346253,5.864552,2,Calibration,NOC
2#20,28.36481,0.01228591,-0.00723381,0.000873307,-0.07923852,0.4450401,0.005037398,7.625352,4.648462,-0.04036409,6.208671,2,Calibration,NOC
2#21,28.94415,0.0148853,0.009935667,0.001509332,-0.07431751,0.4610211,0.004643267,7.872228,6.078396,0.1554207,6.552789,2,Calibration,NOC
2#22,28.75044,0.01623486,-0.01715077,-0.000834358,-0.1104336,0.4729037,0.004520783,7.959332,7.566965,0.08387407,6.896908,2,Calibration,NOC
2#23,28.35201,0.01815793,-0.008822752,0.001322389,-0.1751534,0.4774409,0.005172452,7.665088,8.893113,-0.0301007,7.162973,2,Calibration,NOC
2#24,29.00113,0.02003608,-0.02406467,-0.000588074,0.05099035,0.4880783,0.004564902,7.845937,10.8106,-0.05474857,7.429038,2,Calibration,NOC
2#25,28.39515,0.01921473,-0.000538084,0.000535248,-0.2588485,0.4909821,0.006002312,7.575305,11.69282,0.04600303,7.695103,2,Calibration,NOC
2#26,29.09124,0.02072794,-7.93E-03,0.000239477,0.03757519,0.5017133,0.004746592,7.254357,13.12401,0.0647542,7.961168,2,Calibration,NOC
2#27,28.68926,0.02179075,-0.005147839,1.58E-05,0.04612805,0.5035017,0.004874732,7.191532,15.05725,0.2103716,8.227233,2,Calibration,NOC
2#28,28.61299,0.0228045,0.06343099,0.00121423,-0.008701299,0.5087786,0.004761791,6.729778,15.05477,0.02939525,8.493299,2,Calibration,NOC
2#29,28.04331,0.02234385,-0.008221797,0.001162517,-0.1169409,0.5092242,0.004023257,6.538201,16.0528,0.0122079,8.812238,2,Calibration,NOC
2#30,28.56645,0.0233788,-0.01024478,-0.000787901,-0.002820854,0.5171567,0.003706596,6.31076,16.97375,0.09934148,9.131177,2,Calibration,NOC
2#31,29.18553,0.0226166,-0.002080743,0.002745517,-0.1231365,0.5239986,0.0035354,5.968498,17.31631,0.1130658,9.450116,2,Calibration,NOC
2#32,28.69915,0.02301979,0.03590076,0.001350748,-0.1585947,0.5241847,0.004006157,5.602186,18.29976,-0.0920994,9.769055,2,Calibration,NOC
2#33,28.8435,0.02492312,-0.006138759,-0.001599266,-0.03651646,0.5316219,0.003699458,5.794282,18.16515,-0.03680918,10.08799,2,Calibration,NOC
2#34,28.20822,0.02499857,0.01232417,0.002635757,0.08110937,0.5294533,0.005539357,5.573022,19.0326,0.03066126,10.40693,2,Calibration,NOC
2#35,29.00406,0.02488396,0.03081618,0.002998852,0.07652571,0.5317112,0.005046665,5.31303,20.16131,0.0726958,10.94124,2,Calibration,NOC
2#36,29.07437,0.02563089,0.01589449,0.001696075,0.09609865,0.5326101,0.004354778,5.204368,20.61396,0.02094563,11.47555,2,Calibration,NOC
2#37,28.9814,0.02596344,0.01472882,0.004558718,0.1053609,0.5404183,0.004318676,5.036869,21.00792,0.1613538,12.00985,2,Calibration,NOC
2#38,28.51652,0.0264625,0.04294203,0.003340277,0.1766929,0.5460241,0.004281343,5.200028,22.60679,0.09478929,12.54416,2,Calibration,NOC
2#39,27.44248,0.0270286,0.06324817,0.004924004,0.2742448,0.5451887,0.004496062,4.900115,23.3958,0.145971,13.07846,2,Calibration,NOC
2#40,27.84233,0.0288949,0.04441563,0.008754958,0.1760682,0.5419574,0.004208189,5.307309,24.5013,0.229529,13.61277,2,Calibration,NOC
2#41,27.36636,0.0299913,0.09405538,0.008291468,0.3597142,0.5389837,0.003733329,5.50598,26.02657,0.3073236,14.14707,2,Calibration,NOC
2#42,26.46953,0.03199044,0.09777727,0.01180752,0.5515082,0.5444943,0.003757436,5.692607,27.92882,0.3685783,14.81115,2,Calibration,NOC
2#43,26.15064,0.03281141,0.1713945,0.01447377,0.9953707,0.5478584,0.004843186,6.26235,28.94119,0.6386105,15.47522,2,Calibration,NOC
2#44,24.0433,0.03444413,0.197069,0.0198974,1.454502,0.5429563,0.004132304,6.661036,31.08666,0.7834228,16.13929,2,Calibration,NOC
2#45,21.86469,0.03569535,0.3495837,0.03107715,2.149967,0.5511776,0.003933568,6.67301,32.71325,1.218492,16.80336,2,Calibration,NOC
2#46,19.50143,0.03755146,0.5216905,0.03903439,3.12226,0.5541374,0.004444206,7.311228,33.76556,1.57871,17.46743,2,Calibration,NOC
2#47,14.91888,0.03797266,0.776441,0.0507897,4.415754,0.5467628,0.004829442,7.720984,34.5961,2.166058,18.13151,2,Calibration,NOC
2#48,9.857443,0.03719637,1.140201,0.07028019,6.290849,0.5465506,0.004543914,8.539112,35.24578,2.91766,18.79558,2,Calibration,NOC
2#49,7.942409,0.03696205,1.248502,0.07589723,6.790777,0.5459629,0.004098125,9.252603,35.42846,3.163065,18.9948,2,Calibration,NOC
2#50,4.950928,0.03582695,1.353803,0.08495625,7.804358,0.5429834,0.004073911,9.623172,36.0506,3.645195,19.19402,2,Calibration,NOC
2#51,3.161853,0.0348733,1.428473,0.09091737,8.396402,0.5489882,0.004775856,10.17722,36.08789,3.856613,19.34859,2,Calibration,NOC
2#52,1.388846,0.03152426,1.548452,0.09536149,8.986821,0.5465288,0.004245989,10.41597,35.63979,4.10421,19.47014,2,Calibration,NOC
2#53,1.205014,0.03198227,1.440646,0.09796362,8.941905,0.5428079,0.004063325,10.34235,35.24585,4.13661,19.50661,2,Calibration,NOC
2#54,0.9414894,0.03150491,1.497655,0.0989707,9.127944,0.5428102,0.004152741,10.25991,34.43493,4.202402,19.54307,2,Calibration,NOC
2#55,0.4700019,0.02904859,1.531072,0.1014501,9.243941,0.5486212,0.00439188,9.858393,32.68471,4.390002,19.57954,2,Calibration,NOC
2#56,0.2666625,0.02802898,1.516849,0.09882005,9.358253,0.5431993,0.004282019,9.204573,31.61861,4.294644,19.59048,2,Calibration,NOC
2#57,0.4626134,0.02837886,1.510092,0.1027424,9.381037,0.5442418,0.004081083,8.70069,30.18505,4.254657,19.59915,2,Calibration,NOC
2#58,0.3103926,0.02692656,1.460074,0.1008943,9.387346,0.54345,0.004384621,8.45769,29.67008,4.279946,19.60175,2,Calibration,NOC
2#59,0.2997737,0.02571953,1.470527,0.1004921,9.492464,0.5478036,0.005018321,7.139512,27.98346,4.266762,19.60435,2,Calibration,NOC
2#60,-0.06639277,0.02481018,1.494276,0.1000663,9.443742,0.5450054,0.004501758,6.449464,27.48113,4.333447,19.60513,2,Calibration,NOC
2#61,0.0273358,0.02410773,1.479132,0.1000565,9.298351,0.5436929,0.004968379,5.785684,27.14544,4.22083,19.60591,2,Calibration,NOC
2#62,-0.008341682,0.02275788,1.450482,0.09914026,9.491508,0.5418028,0.00468288,4.895247,25.19064,4.396918,19.60669,2,Calibration,NOC
2#63,-0.3354072,0.02054721,1.494228,0.09895358,9.259338,0.5487593,0.003593289,3.961361,24.34039,4.363652,19.60747,2,Calibration,NOC
2#64,0.08244388,0.01930432,1.484756,0.09839736,9.396714,0.5444109,0.004668912,3.813683,23.34088,4.244241,19.60825,2,Calibration,NOC
2#65,0.1646194,0.01684139,1.463039,0.0974668,9.255015,0.5486487,0.005482654,4.208225,21.05155,4.249979,19.60904,2,Calibration,NOC
2#66,0.458561,0.01421471,1.49582,0.09596736,9.351377,0.547025,0.004839544,4.426155,20.07954,4.404453,19.60982,2,Calibration,NOC
2#67,0.3381926,0.01265495,1.483926,0.09724914,9.303438,0.544618,0.004824033,4.409885,19.76154,4.26155,19.61057,2,Calibration,NOC
2#68,-0.5539612,0.01196706,1.419804,0.09413636,9.44669,0.5433931,0.004726103,4.292358,18.53988,4.333937,19.61132,2,Calibration,NOC
2#69,0.5137259,0.01030522,1.423393,0.09330503,9.603583,0.545928,0.005058035,4.426548,18.31133,4.441192,19.61207,2,Calibration,NOC
2#70,0.9531986,0.008743577,1.418705,0.09279756,9.446831,0.5461789,0.005328359,4.291543,17.35266,4.357719,19.61283,2,Calibration,NOC
2#71,-0.3657663,0.008416878,1.403032,0.09109152,9.507139,0.5476596,0.005077052,4.45515,17.65989,4.404425,19.61388,2,Calibration,NOC
2#72,0.8892532,0.006082796,1.448451,0.09137771,9.469395,0.5446479,0.005401299,4.037581,17.73966,4.418168,19.61494,2,Calibration,NOC
2#73,-0.03432604,0.005544547,1.41576,0.08781929,9.673856,0.5457544,0.004882078,4.14233,17.3118,4.319762,19.61599,2,Calibration,NOC
2#74,-0.1795207,0.003678637,1.426885,0.0871039,9.559116,0.5430064,0.004342447,4.240532,17.10459,4.343685,19.61705,2,Calibration,NOC
2#75,0.151924,0.002201638,1.427087,0.08171024,9.484394,0.5444133,0.004689191,3.94326,17.06993,4.381764,19.61892,2,Calibration,NOC
2#76,0.1907764,0.000537136,1.401543,0.0829923,9.577561,0.5456302,0.004962509,3.947795,16.53644,4.314308,19.61949,2,Calibration,NOC
2#77,-3.06E-01,0.001241238,1.394143,0.0816047,9.564232,0.5473759,0.004839742,3.99854,16.47937,4.408803,19.62005,2,Calibration,NOC
2#78,-0.5722212,1.87E-05,1.411984,0.08226606,9.798573,0.5416357,0.005377486,2.567857,15.07223,4.379539,19.62061,2,Calibration,NOC
2#79,-0.00973156,0.000175119,1.407081,0.07822251,9.580212,0.5409368,0.005542947,-3.905176,6.792864,4.32594,19.62118,2,Calibration,NOC
2#80,-0.2873229,-0.000101647,1.417453,0.07757986,9.476208,0.5516232,0.005484424,-3.905571,7.252635,4.417207,19.62135,2,Calibration,NOC
2#81,-0.09107354,0.000218609,1.357827,0.08024313,9.524361,0.546772,0.004135081,-4.02454,7.509913,4.34258,19.62151,2,Calibration,NOC
2#82,0.104778,-0.001232685,1.403211,0.07875793,9.685515,0.5442001,0.005146948,-3.953105,7.200499,4.404005,19.62168,2,Calibration,NOC
2#83,-0.1156123,-0.00056265,1.422371,0.07840108,9.471173,0.5476794,0.005281353,-3.854167,7.082495,4.301887,19.62185,2,Calibration,NOC
2#84,0.1352737,-0.000177169,1.409961,0.07987066,9.281422,0.5453739,0.005273641,-3.855071,8.115978,4.300248,19.62202,2,Calibration,NOC
2#85,0.3110454,0.000312246,1.3891,0.07768935,9.399665,0.5427377,0.004639783,-3.89032,7.324427,4.247411,19.62273,2,Calibration,NOC
2#86,-0.7022319,0.000685627,1.411686,0.07515452,9.430969,0.5444971,0.00529245,-3.857136,8.18036,4.358533,19.62343,2,Calibration,NOC
2#87,0.01733072,-0.000175357,1.394827,0.07581703,9.384889,0.5436918,0.003914691,-3.850135,7.428543,4.372466,19.62414,2,Calibration,NOC
2#88,-0.1196373,0.000887984,1.412794,0.07490059,9.643414,0.5425693,0.005497047,-3.881968,6.934728,4.340297,19.62484,2,Calibration,NOC
2#89,0.07631782,0.00021867,1.390474,0.06675536,9.595579,0.5432798,0.005582349,-4.533996,7.078139,4.373264,19.6319,2,Calibration,NOC
2#90,0.1968096,0.000277491,1.320423,0.05884651,9.438235,0.5463764,0.005495588,-4.586029,6.043928,4.406188,19.63896,2,Calibration,NOC
2#91,0.004020732,-0.001357713,1.336484,0.04934157,9.502333,0.5424294,0.005707408,-5.120872,5.399371,4.296801,19.64602,2,Calibration,NOC
2#92,-0.2127973,-0.000101644,1.236846,0.04382157,9.751203,0.5408247,0.005840659,-5.667548,4.89839,4.419211,19.65307,2,Calibration,NOC
2#93,-0.09684986,-0.00057748,1.135287,0.02694045,9.624839,0.5437379,0.005635325,-6.72947,3.718965,4.384102,19.67705,2,Calibration,NOC
2#94,-0.1680734,-0.000109978,1.121125,0.01947654,9.749392,0.5432453,0.007129485,-7.333951,2.745452,4.390659,19.6928,2,Calibration,NOC
2#95,0.2425417,0.000298628,1.047044,0.0144026,10.09835,0.5485564,0.006690019,-7.706466,1.827202,4.378414,19.70855,2,Calibration,NOC
2#96,-0.3683233,-0.000545144,0.9977586,0.009161051,9.71794,0.5462365,0.006747793,-7.812037,1.776224,4.306553,19.72157,2,Calibration,NOC
2#97,0.3199871,-0.001028651,0.972024,0.004757568,10.10165,0.5448037,0.006753184,-7.92068,1.369257,4.388518,19.7346,2,Calibration,NOC
2#98,-1.113317,0.00016669,0.9496158,0.008206296,9.964894,0.5413291,0.007841192,-7.699752,1.051054,4.254729,19.74762,2,Calibration,NOC
2#99,-0.09540087,0.000838922,0.8245066,0.006209135,10.03181,0.5493049,0.0075272,-7.63477,1.007311,4.42504,19.76064,2,Calibration,NOC
2#100,-0.07542757,-0.000294832,0.8489408,0.004025175,10.15052,0.5384122,0.007454175,-7.083717,0.5741161,4.372008,19.77933,2,Calibration,NOC
2#101,1.76E-01,-0.000212681,0.7580979,0.006851212,10.2607,0.5454383,0.008358842,-6.820412,0.9938223,4.363355,19.79801,2,Calibration,NOC
2#102,-0.07178809,-3.06E-05,0.6872149,0.003773274,10.4182,0.5495167,0.007970525,-6.457516,0.141401,4.368379,19.8167,2,Calibration,NOC
2#103,0.4448669,0.000187346,0.5898821,0.00400037,10.50249,0.5463633,0.008461586,-6.005151,0.8626261,4.443337,19.83538,2,Calibration,NOC
2#104,-0.1364436,-0.000207168,0.5801303,0.004981246,10.39465,0.5467258,0.009242496,-5.304213,0.9340361,4.353136,19.85406,2,Calibration,NOC
2#105,0.3241958,-0.000422568,0.4923014,0.007030866,10.3478,0.5409259,0.008842085,-4.554897,0.2163005,4.417849,19.88944,2,Calibration,NOC
2#106,-0.1922677,-0.00056183,0.445501,0.006093416,10.55072,0.5406228,0.01028237,-3.540102,0.05564449,4.41978,19.92482,2,Calibration,NOC
2#107,-0.08374077,0.000183181,0.3701758,0.004121181,10.90269,0.5414338,0.01237535,-3.061619,1.380518,4.34082,19.9602,2,Calibration,NOC
2#108,-3.89E-01,-0.000227524,0.319606,0.006616423,10.67821,0.5381163,0.01025449,-1.969573,1.358315,4.363445,19.99558,2,Calibration,NOC
2#109,0.03460962,6.10E-05,0.2714606,0.005188065,10.6585,0.5361788,0.01193267,-1.263634,0.1375673,4.232658,20.03096,2,Calibration,NOC
2#110,0.7980359,-0.000587875,0.1892102,0.007401805,10.82794,0.5418081,0.01407285,0.07579502,1.183322,4.416427,20.10935,2,Calibration,NOC
2#111,0.09962225,0.000249851,0.1869728,0.007056351,10.87894,0.5362666,0.01427935,0.09586191,0.9713823,4.424373,20.1164,2,Calibration,NOC
2#112,-0.564678,-0.000229694,0.2209848,0.006665979,10.71351,0.5382947,0.01317309,0.4354422,1.656145,4.409323,20.12346,2,Calibration,NOC
2#113,-0.1736962,-0.000781437,0.1521954,0.005441823,10.66883,0.5384014,0.01450191,0.4727259,1.237496,4.275278,20.13051,2,Calibration,NOC
2#114,-1.36E-01,0.000243601,0.1196002,0.005274132,10.94755,0.5388983,0.01414493,0.5062233,0.8019677,4.349762,20.13757,2,Calibration,NOC
2#115,1.017697,-2.91E-05,0.1729202,0.007573948,10.73205,0.5368859,0.01443238,0.7577367,0.8869987,4.282727,20.14462,2,Calibration,NOC
2#116,0.4975032,-0.000335173,0.1379683,0.008311647,10.84474,0.5399514,0.01584758,1.033385,0.9326016,4.497211,20.20181,2,Calibration,NOC
2#117,-0.02084571,-0.000317886,0.1332172,0.008006409,10.80481,0.5344912,0.01634015,1.627455,0.9620602,4.384278,20.25899,2,Calibration,NOC
2#118,-0.3008132,-0.000233867,0.06732327,0.008080865,10.90067,0.5343648,0.01823594,1.997367,1.410488,4.3859,20.31618,2,Calibration,NOC
2#119,0.3094806,-0.000112948,0.08060184,0.008297774,10.6912,0.5360305,0.0181487,2.079134,0.8278005,4.376963,20.37336,2,Calibration,NOC
2#120,-0.4077956,-0.000381826,0.1036325,0.008730499,10.66196,0.5360931,0.02003052,2.602079,1.647961,4.314695,20.46214,2,Calibration,NOC
2#121,0.4268491,-0.000156458,0.08902858,0.01268781,11.09874,0.5324437,0.02190436,2.828704,2.100941,4.423427,20.55093,2,Calibration,NOC
2#122,-6.01E-01,-0.000344601,0.1385,0.01038279,10.6591,0.5349801,0.02277909,2.987088,1.844381,4.394599,20.63971,2,Calibration,NOC
2#123,-0.6536636,8.91E-05,0.0869953,0.01107683,10.68214,0.5332045,0.02485048,3.464448,1.71295,4.298428,20.72849,2,Calibration,NOC
2#124,0.2855203,-0.000348829,0.08092127,0.01415909,10.6489,0.5308357,0.02599053,3.352981,2.229381,4.393169,20.81727,2,Calibration,NOC
2#125,-0.487618,-0.000190618,0.131999,0.01553684,10.69825,0.5327005,0.02716053,3.380388,2.010542,4.493284,20.89622,2,Calibration,NOC
2#126,0.1465034,-0.000108361,0.0598302,0.01496747,10.81426,0.5313497,0.02852382,3.930772,1.771989,4.421119,20.97515,2,Calibration,NOC
2#127,-0.1644114,0.000693151,0.1908255,0.01617206,10.46993,0.53167,0.02969322,3.857391,3.134227,4.484481,21.05409,2,Calibration,NOC
2#128,0.3487848,0.000249451,0.09847157,0.01701541,10.68047,0.5253093,0.03030053,4.128819,1.952677,4.517536,21.07778,2,Calibration,NOC
2#129,-0.03378475,0.000264466,0.1273219,0.01857458,10.36474,0.5293073,0.0298609,3.731673,2.093457,4.425479,21.10146,2,Calibration,NOC
2#130,1.66E-01,0.000875456,0.06796699,0.01692146,10.50159,0.5262616,0.03148589,3.869698,2.817406,4.397631,21.12514,2,Calibration,NOC
2#131,-0.07911476,9.12E-05,0.1137231,0.01549406,10.47891,0.5276828,0.03167687,4.169997,2.761419,4.594442,21.14882,2,Calibration,NOC
2#132,0.01254998,-0.000388069,0.107079,0.01597327,10.47106,0.5305543,0.03128815,3.947001,2.388808,4.425416,21.1725,2,Calibration,NOC
2#133,-0.590933,0.001051468,0.1128268,0.01987184,10.32051,0.5258829,0.03671801,4.858227,2.493983,4.477692,21.40932,2,Calibration,NOC
2#134,-0.1511589,0.00076196,0.09927128,0.02134171,10.38844,0.5254549,0.04064161,4.978003,3.280056,4.392455,21.64615,2,Calibration,NOC
2#135,-0.3646498,-0.000732117,0.1160995,0.02138426,10.41052,0.5254941,0.039359,5.214515,3.611642,4.478179,21.66746,2,Calibration,NOC
2#136,-6.09E-01,-0.00036501,0.09440611,0.02260026,10.33011,0.5272831,0.0400308,5.430984,2.84006,4.545058,21.68877,2,Calibration,NOC
2#137,0.09559409,-7.64E-06,0.09786823,0.02154969,10.14505,0.5231001,0.04077478,5.168169,3.414022,4.494631,21.71009,2,Calibration,NOC
2#138,-0.002731503,-0.000760841,0.0477433,0.02341709,10.1641,0.5244616,0.04127743,5.309359,3.690622,4.455402,21.7314,2,Calibration,NOC
2#139,3.88E-01,-0.000291827,0.09140739,0.0244741,10.33175,0.5278741,0.04230596,5.656972,3.337643,4.579973,21.8592,2,Calibration,NOC
2#140,0.1567167,5.97E-05,0.060921,0.02577795,10.03931,0.5218441,0.04329831,5.620005,3.28724,4.616151,21.8707,2,Calibration,NOC
2#141,-0.5212113,-0.001182113,0.06457742,0.02254723,10.16385,0.525574,0.04287794,5.620466,3.113449,4.514653,21.8822,2,Calibration,NOC
2#142,0.2794083,0.000377078,0.06659804,0.02401552,10.32196,0.5259722,0.04327507,5.533158,2.859609,4.412121,21.8937,2,Calibration,NOC
2#143,0.1483586,-0.00025788,0.05539862,0.02451743,10.19318,0.526341,0.04339952,5.734773,3.397425,4.612144,21.9052,2,Calibration,NOC
2#144,-0.3284067,-0.000267447,0.04671068,0.02601178,10.17192,0.5234268,0.04441345,5.670321,3.059649,4.48637,21.97688,2,Calibration,NOC
2#145,0.2435752,0.000551158,0.08825932,0.0235543,10.20052,0.5275435,0.04428197,5.595296,2.9869,4.621347,21.98334,2,Calibration,NOC
2#146,0.3682644,-0.000291797,0.09762463,0.02462119,10.22455,0.530246,0.04436347,5.832095,3.362,4.447025,21.98979,2,Calibration,NOC
2#147,0.1909155,-0.000451203,0.08502275,0.02536061,10.23119,0.5298661,0.04550916,5.999023,2.942816,4.569447,21.99624,2,Calibration,NOC
2#148,0.4651243,-0.000867239,0.04170442,0.02531262,10.10573,0.5224462,0.0451859,5.984375,3.319896,4.609969,22.00269,2,Calibration,NOC
2#149,0.3492097,-0.000601057,0.1039754,0.02590133,10.2409,0.5247415,0.04581444,5.825153,3.447677,4.653147,22.04723,2,Calibration,NOC
2#150,0.3280963,0.000286135,0.06239065,0.02741904,10.08635,0.523269,0.04583555,5.978856,4.079755,4.680388,22.09177,2,Calibration,NOC
2#151,0.4360652,-0.000578156,0.1267834,0.02853986,9.971075,0.5177076,0.04780325,6.01641,2.864775,4.61919,22.13631,2,Calibration,NOC
2#152,0.1750526,-0.000590686,0.09536449,0.02859883,9.85516,0.5249559,0.05014085,6.60007,3.994769,4.544236,22.36472,2,Calibration,NOC
2#153,-0.2810408,0.000672616,0.06675095,0.03183208,9.957562,0.5277336,0.05293302,7.017973,3.961914,4.677776,22.59313,2,Calibration,NOC
2#154,0.1935436,-0.000639218,0.04956933,0.03372309,9.995933,0.5302603,0.05276792,6.948451,3.830606,4.692912,22.61368,2,Calibration,NOC
2#155,-0.4095986,-0.000115713,0.05732807,0.03461217,9.667504,0.5266436,0.05418167,7.265825,3.697586,4.646101,22.63424,2,Calibration,NOC
2#156,6.67E-02,-0.00023607,0.08296678,0.03412318,9.922081,0.5266706,0.05317433,7.02547,4.190382,4.843043,22.65479,2,Calibration,NOC
2#157,-0.7827324,4.26E-05,0.03978567,0.03239136,9.676233,0.5253521,0.05352465,7.118075,3.545946,4.848121,22.65646,2,Calibration,NOC
2#158,-0.03494534,-0.000461926,0.06581471,0.03366393,10.00831,0.5249142,0.05452302,7.217773,4.495731,4.728676,22.65812,2,Calibration,NOC
2#159,-0.1244999,0.000125359,0.06272715,0.0309976,9.731485,0.5276103,0.05410091,6.987261,4.365501,4.683827,22.65979,2,Calibration,NOC
2#160,-0.08634468,0.000236507,0.04686276,0.03173917,9.83724,0.5254332,0.05428239,7.068386,3.946119,4.793602,22.67644,2,Calibration,NOC
2#161,0.2060323,-0.000243447,0.0300154,0.03220255,9.742287,0.524662,0.05444621,7.172523,4.150155,4.730925,22.69309,2,Calibration,NOC
2#162,-0.1499815,0.00017721,0.04560266,0.03409596,9.858864,0.5286738,0.05506945,7.112999,4.183814,4.633294,22.70974,2,Calibration,NOC
2#163,0.0411566,0.000242749,0.03976287,0.03299326,9.889723,0.5292112,0.05455031,7.160008,4.27927,4.659519,22.72473,2,Calibration,NOC
2#164,0.5346007,0.000259204,0.06832508,0.03474992,9.7283,0.525872,0.0545915,7.448063,3.604381,4.789476,22.73971,2,Calibration,NOC
2#165,-0.1072175,0.000892766,0.1212166,0.03352269,9.739833,0.5282148,0.0548662,7.226567,4.153734,4.797474,22.7547,2,Calibration,NOC
2#166,0.0581881,0.000703222,0.0851087,0.034829,9.676511,0.5238123,0.05562877,7.262824,4.441578,4.703638,22.76819,2,Calibration,NOC
2#167,-0.1053667,-0.000340253,0.05254727,0.03747975,9.907516,0.5244114,0.05454811,7.223384,4.330543,4.659106,22.78167,2,Calibration,NOC
2#168,0.4000343,0.000988288,0.09571391,0.0366708,9.922451,0.5295839,0.05598131,7.165399,4.35339,4.780316,22.79516,2,Calibration,NOC
2#169,0.6672021,-0.000413568,0.0655912,0.03667019,9.787442,0.5301337,0.0565839,7.31405,3.836828,4.761166,22.83485,2,Calibration,NOC
2#170,0.8747485,0.000227963,0.1102326,0.03694127,9.722497,0.5249532,0.05699698,7.622559,3.433944,4.843931,22.87454,2,Calibration,NOC
2#171,-0.2547764,0.000172728,0.05828964,0.03666209,9.54427,0.5290615,0.0572545,7.312331,4.994504,4.67178,22.91422,2,Calibration,NOC
2#172,0.89744,-0.000541806,0.07774931,0.03844718,9.614451,0.5311155,0.06012939,7.727826,4.871422,4.829163,23.14954,2,Calibration,NOC
2#173,-0.1752017,-0.000160648,0.0658481,0.04070783,9.18054,0.5288827,0.06355031,8.13252,4.304376,4.915792,23.38485,2,Calibration,NOC
2#174,1.29E-01,0.000189633,0.0674676,0.04381958,8.818227,0.5319072,0.06589336,8.812286,5.357725,5.095674,23.62016,2,Calibration,NOC
